stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
85,1,20.0,83.90577249997295,,83.88699769997038,83.90577249997295,84.40375310002128,84.40375310002128,84.41923040000256,84.7021156999981,84.96974420000333,right,20.0,0,0,0.5552595999906771,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
86,1,20.0,84.98587969999062,,84.96981500001857,84.98587969999062,85.48469489999115,85.48469489999115,85.50320540001849,85.78491210000357,85.96926250000251,left,-20.0,0,0,0.47688959998777136,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
87,1,20.0,85.98439380002674,,85.96933910000371,85.98439380002674,86.48490570002468,86.48490570002468,86.48490570002468,86.78384599997662,86.98582479998004,left,-20.0,0,0,0.49787939997622743,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
88,1,20.0,87.00079999997979,,86.98589549999451,87.00079999997979,87.50044959998922,87.50044959998922,87.50044959998922,87.80068779998692,87.86917570000514,right,20.0,0,0,0.36684489995241165,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
89,1,20.0,87.88390459999209,,87.86926529998891,87.88390459999209,88.38365239999257,88.38365239999257,88.39987259998452,88.68293259997154,88.81817340000998,left,-20.0,0,0,0.429253299953416,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
90,1,20.0,88.83348329999717,,88.81824839999899,88.83348329999717,89.33365649997722,89.33365649997722,89.33365649997722,89.64982270001201,89.71659620001446,right,20.0,0,0,0.3744470999808982,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
91,1,20.0,89.7321809999994,,89.71668969996972,89.7321809999994,90.23155139997834,90.23155139997834,90.23155139997834,90.53221899998607,90.61626550002256,right,20.0,1,1,0.3762878999696113,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
92,1,20.0,90.63167550001526,,90.61633879999863,90.63167550001526,91.11585840000771,91.11585840000771,91.13195399998222,91.43193879997125,92.69850429997314,right,20.0,1,1,1.5707311000442132,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
93,1,20.0,92.71423759998288,,92.69858319999184,92.71423759998288,93.19654239999363,93.19654239999363,93.23020210000686,93.49627609999152,93.84781230002409,left,-20.0,0,0,0.639761800004635,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
94,1,20.0,93.86306920001516,,93.84787759999745,93.86306920001516,94.36270240001613,94.36270240001613,94.36270240001613,94.66194620000897,94.8803391000256,left,-20.0,0,0,0.5101840000133961,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
95,1,20.0,94.89574190002168,,94.88040129997535,94.89574190002168,95.3810515999794,95.3810515999794,95.39693139999872,95.67927419999614,95.99634559999686,right,20.0,0,0,0.60347269999329,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
96,1,20.0,96.01112949999515,,95.99641040002462,96.01112949999515,96.51216139999451,96.51216139999451,96.51216139999451,96.81144780002069,97.59447020001244,right,20.0,0,0,1.0706258999998681,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
97,1,20.0,97.61139789997833,,97.5945359999896,97.61139789997833,98.09541680000257,98.09541680000257,98.11009169998579,98.41017769998871,98.61177509999834,left,-20.0,0,0,0.507521599996835,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
98,1,20.0,98.6266128999996,,98.61183439998422,98.6266128999996,99.11325350002153,99.11325350002153,99.12933879997581,99.42590139998356,99.76435100001981,left,-20.0,0,0,0.6490170000470243,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
99,1,20.0,99.77690880000591,,99.76451190002263,99.77690880000591,100.27594000002136,100.27594000002136,100.29235309996875,100.5764090999728,100.89350920001743,left,-20.0,0,0,0.6034161999705248,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
100,1,20.0,100.90956310002366,,100.89359539997531,100.90956310002366,101.40829930000473,101.40829930000473,101.42505030002212,101.70761540002422,101.84271870000521,right,20.0,0,0,0.41977149999001995,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
101,1,20.0,101.85843730001943,,101.84278369997628,101.85843730001943,102.35807149996981,102.35807149996981,102.37418220000109,102.65707660000771,102.84176250000019,right,20.0,0,0,0.47722900001099333,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
102,1,20.0,102.856987999985,,102.84182209998835,102.856987999985,103.3576611999888,103.3576611999888,103.3576611999888,103.6580875000218,103.80756510002539,right,20.0,0,0,0.4484186999616213,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
103,1,20.0,103.82342490000883,,103.80763940000907,103.82342490000883,104.32271939999191,104.32271939999191,104.32271939999191,104.62356959999306,104.75915439997334,left,-20.0,0,0,0.4233909999602474,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
104,1,20.0,104.77288309996948,,104.75923450000118,104.77288309996948,105.27199540002039,105.27199540002039,105.27199540002039,105.57292619999498,105.75738199998159,left,-20.0,0,0,0.48099509999156,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
105,1,20.0,105.7725937999785,,105.75745009997627,105.7725937999785,106.27171739999903,106.27171739999903,106.28854520001914,106.57136459997855,106.70639080001274,right,20.0,0,0,0.4247208000160754,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
106,1,20.0,106.72203649999574,,106.70646600000327,106.72203649999574,107.22144150000531,107.22144150000531,107.23819940001704,107.52135689998977,107.65598250000039,right,20.0,0,0,0.42324859998188913,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
107,1,20.0,107.67149109998718,,107.65605230000801,107.67149109998718,108.1709414999932,108.1709414999932,108.18777909997152,108.47033979999833,108.92124270001659,right,20.0,0,0,0.7382909000152722,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
108,1,20.0,108.93702910002321,,108.92131040000822,108.93702910002321,109.41958300000988,109.41958300000988,109.43601730000228,109.72133630001917,109.9036321999738,left,-20.0,0,0,0.475864999985788,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
109,1,20.0,109.9194514999981,,109.90369649999775,109.9194514999981,110.41864719998557,110.41864719998557,110.41864719998557,110.71971059998032,110.87030289997347,right,20.0,0,0,0.4373183000134304,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
110,1,20.0,110.88556319999043,,110.87038859998574,110.88556319999043,111.37167269998463,111.37167269998463,111.38553079997655,111.68477110000094,112.06959769997047,left,-20.0,0,0,0.691405699995812,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
111,1,20.0,112.08452809997834,,112.06966550002107,112.08452809997834,112.58536189998267,112.58536189998267,112.58536189998267,112.90188740001759,113.03441969997948,right,20.0,0,0,0.43498790002195165,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
112,1,20.0,113.05306439998094,,113.03448139998363,113.05306439998094,113.55028660001699,113.55028660001699,113.56781410000985,113.85100119997514,114.08520650002174,right,20.0,0,0,0.526123900024686,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
113,1,20.0,114.09979599999497,,114.08528040000238,114.09979599999497,114.60087650001515,114.60087650001515,114.60087650001515,114.8998931000242,115.10067680000793,left,-20.0,0,0,0.48725990002276376,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
114,1,20.0,115.11695910000708,,115.10098779998953,115.11695910000708,115.61551109998254,115.61551109998254,115.63334150001174,115.9154322000104,116.16633390000788,right,20.0,0,0,0.5388152999803424,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
115,1,20.0,116.18250210001133,,116.16652079997584,116.18250210001133,116.66585330001544,116.66585330001544,116.68189170002006,116.96523410000373,117.23173130000941,right,20.0,0,0,0.5548526999773458,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
116,1,20.0,117.2485563000082,,117.23180980002508,117.2485563000082,117.74744760000613,117.74744760000613,117.74744760000613,118.04811799997697,118.4823074999731,left,-20.0,0,0,0.7299483999959193,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
117,1,20.0,118.49757790000876,,118.48241910000797,118.49757790000876,118.99785009998595,118.99785009998595,118.99785009998595,119.29700889997184,119.63173939997796,right,20.0,0,0,0.6178638000274077,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
118,1,20.0,119.64669530000538,,119.63183279999066,119.64669530000538,120.14655599999242,120.14655599999242,120.14655599999242,120.44598449999467,120.63044199999422,right,20.0,0,0,0.4704578999662772,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
119,1,20.0,120.64607750001596,,120.63050730002578,120.64607750001596,121.12950009998167,121.12950009998167,121.14598959998693,121.42847659997642,121.71224740002071,right,20.0,0,0,0.5788920000195503,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
120,1,20.0,121.72890849999385,,121.71232519997284,121.72890849999385,122.2122825999977,122.2122825999977,122.22801070002606,122.51237439998658,122.76314489997458,right,20.0,1,1,0.5473733000108041,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
121,1,20.0,122.77769810002064,,122.76321970002027,122.77769810002064,123.27820230001817,123.27820230001817,123.27820230001817,123.57735239999602,123.81139970000368,left,-20.0,0,0,0.5177333999890834,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
122,1,20.0,123.82751560001634,,123.81146990001434,123.82751560001634,124.32709400000749,124.32709400000749,124.32709400000749,124.62709010002436,125.07712859997991,right,20.0,0,0,0.7421133000170812,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
123,1,20.0,125.09352230001241,,125.07721710001351,125.09352230001241,125.5926397999865,125.5926397999865,125.5926397999865,125.89346120000118,126.8593048999901,left,-20.0,0,0,1.2533180000027642,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
124,1,20.0,126.87583209999138,,126.85937399999239,126.87583209999138,127.3592997000087,127.3592997000087,127.37488010001834,127.65818299999228,127.70978370000375,right,20.0,0,0,0.3413580000051297,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
125,1,20.0,127.72477530001197,,127.70985129999463,127.72477530001197,128.22487969999202,128.22487969999202,128.22487969999202,128.5242669999716,129.07552949996898,left,-20.0,0,0,0.8482045999844559,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
126,1,20.0,129.09119439998176,,129.07560330000706,129.09119439998176,129.5905793000129,129.5905793000129,129.5905793000129,129.89092779997736,130.3745827000239,left,-20.0,1,1,0.7755869000102393,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
127,1,20.0,130.38999960001092,,130.37465680000605,130.38999960001092,130.8903443000163,130.8903443000163,130.8903443000163,131.19028530002106,131.5399172999896,left,-20.0,0,0,0.6448813000461087,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
128,1,20.0,131.55613029998494,,131.53997769998387,131.55613029998494,132.03911419998622,132.03911419998622,132.05545859999256,132.34004239999922,132.57332480000332,right,20.0,0,0,0.5174409999744967,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
129,1,20.0,132.5891539999866,,132.57339689997025,132.5891539999866,133.08781449997332,133.08781449997332,133.1054253000184,133.38839630002622,134.68843129999004,left,-20.0,0,0,1.5852230999735184,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
130,1,20.0,134.70344289997593,,134.68849390000105,134.70344289997593,135.2039264999912,135.2039264999912,135.2039264999912,135.5030487999902,135.8716331999749,right,20.0,0,0,0.6519030000199564,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
131,1,20.0,135.88689949997934,,135.87170369998785,135.88689949997934,136.38684280001326,136.38684280001326,136.38684280001326,136.68596739997156,136.87074149999535,right,20.0,0,0,0.47202490002382547,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
132,1,20.0,136.8853642999893,,136.8708181999973,136.8853642999893,137.38501259998884,137.38501259998884,137.38501259998884,137.68569910002407,137.80290880001849,right,20.0,0,0,0.41002800001297146,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
133,1,20.0,137.82113260001643,,137.80298340000445,137.82113260001643,138.30201480002142,138.30201480002142,138.33562670001993,138.6024890000117,138.75458519998938,right,20.0,0,0,0.4384431999642402,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
134,1,20.0,138.76872699998785,,138.75469580001663,138.76872699998785,139.267457799986,139.267457799986,139.28421850001905,139.56727489997866,139.66843869996956,right,20.0,0,0,0.38897470000665635,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
135,1,20.0,139.6839499999769,,139.6685182999936,139.6839499999769,140.16782109998167,140.16782109998167,140.184427900007,140.466511000006,140.6848073999863,right,20.0,0,0,0.5033613999839872,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
136,1,20.0,140.69965480000246,,140.68488539999817,140.69965480000246,141.18275530001847,141.18275530001847,141.20005739998305,141.48323289997643,141.5842223999789,left,-20.0,0,0,0.3931860999437049,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
137,1,20.0,141.59907110000495,,141.584289899969,141.59907110000495,142.09936220000964,142.09936220000964,142.09936220000964,142.39864590001525,142.55012799997348,left,-20.0,0,0,0.44978419999824837,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
138,1,20.0,142.56504060002044,,142.55020140000852,142.56504060002044,143.06533160002436,143.06533160002436,143.06533160002436,143.36723799997708,143.76545130001614,right,20.0,0,0,0.6878028999781236,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
139,1,20.0,143.78194549999898,,143.76552070002072,143.78194549999898,144.26495250000153,144.26495250000153,144.28195069998037,144.565230600012,144.73459379997803,left,-20.0,0,0,0.458611199981533,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
140,1,20.0,144.7481554999831,,144.73470319999615,144.7481554999831,145.24764229997527,145.24764229997527,145.26340400002664,145.54661099996883,145.664635299996,right,20.0,0,0,0.40412859997013584,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
141,1,20.0,145.6800634000101,,145.66470760002267,145.6800634000101,146.1801925000036,146.1801925000036,146.1801925000036,146.4798531999695,146.63023880001856,left,-20.0,0,0,0.4433378999819979,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
142,1,20.0,146.64663269999437,,146.63030199997593,146.64663269999437,147.13026720000198,147.13026720000198,147.14565550000407,147.4292745999992,147.79717269999674,left,-20.0,0,0,0.6611881999997422,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
143,1,20.0,147.81270629999926,,147.7972445000196,147.81270629999926,148.31156980001833,148.31156980001833,148.31156980001833,148.61164630000712,148.81466979999095,left,-20.0,0,0,0.49087099998723716,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
144,1,20.0,148.8290866999887,,148.81487130001187,148.8290866999887,149.32828939997125,149.32828939997125,149.3455163000035,149.6286500999704,149.84579669998493,left,-20.0,0,0,0.5154597000218928,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
145,1,20.0,149.8615478000138,,149.84586830000626,149.8615478000138,150.36063200002536,150.36063200002536,150.36063200002536,150.66157399996882,150.94507700001122,right,20.0,0,0,0.5746937000076286,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
146,1,20.0,150.9597999000107,,150.94515659997705,150.9597999000107,151.459998300008,151.459998300008,151.459998300008,151.76056139997672,152.09483389998786,right,20.0,0,0,0.6217383000184782,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
147,1,20.0,152.1116456000018,,152.0949095999822,152.1116456000018,152.6091736999806,152.6091736999806,152.62577789998613,152.90949539997382,153.22713329998078,left,-20.0,0,0,0.6163537999964319,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
148,1,20.0,153.24201320001157,,153.22720279998612,153.24201320001157,153.74244669999462,153.74244669999462,153.74244669999462,154.04116459999932,154.86049539997475,left,-20.0,0,0,1.1070887999958359,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
149,1,20.0,154.87421749997884,,154.86056970001664,154.87421749997884,155.3748792000115,155.3748792000115,155.3748792000115,155.6740981999901,155.87509220000356,right,20.0,0,0,0.4946908999700099,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
150,1,20.0,155.8907629000023,,155.87518709996948,155.8907629000023,156.3897769000032,156.3897769000032,156.3897769000032,156.6899693000014,157.14118530001724,left,-20.0,0,0,0.7446981000248343,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
151,1,20.0,157.1563544999808,,157.14127710001776,157.1563544999808,157.6575594000169,157.6575594000169,157.6575594000169,157.97193950001383,158.19094190001488,left,-20.0,0,0,0.5290183000033721,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
152,1,20.0,158.20724999997765,,158.19101599999703,158.20724999997765,158.70631719997618,158.70631719997618,158.7222596000065,159.02217090001795,159.18918240000494,right,20.0,0,0,0.47025890002259985,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
153,1,20.0,159.20508420001715,,159.18925039999885,159.20508420001715,159.70515130000422,159.70515130000422,159.70515130000422,160.00638470001286,160.07259609998437,left,-20.0,0,0,0.3571509000030346,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
154,1,20.0,160.08829460002016,,160.07265960000223,160.08829460002016,160.58744400000433,160.58744400000433,160.58744400000433,160.88758659997256,160.95734339999035,right,20.0,0,0,0.36583909997716546,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
155,1,20.0,160.97087070002453,,160.95741360000102,160.97087070002453,161.47042660001898,161.47042660001898,161.47042660001898,161.77046269999119,161.8210010000039,left,-20.0,0,0,0.34617599996272475,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
156,1,20.0,161.83718779997434,,161.82107880001422,161.83718779997434,162.33674210001482,162.33674210001482,162.33674210001482,162.6370620999951,162.75417829997605,left,-20.0,0,0,0.4061441000085324,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
157,1,20.0,162.76936739997473,,162.75424859998748,162.76936739997473,163.26962460001232,163.26962460001232,163.26962460001232,163.5691186999902,164.03679260000354,left,-20.0,0,0,0.7516305999597535,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
158,1,20.0,164.0522789999959,,164.03685879998375,164.0522789999959,164.55243739997968,164.55243739997968,164.55243739997968,164.85298249998596,165.15204600000288,right,20.0,0,0,0.595138999982737,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
159,1,20.0,165.16784339997685,,165.1521179000265,165.16784339997685,165.6508262999705,165.6508262999705,165.6680616000085,165.95302399998764,166.00181089999387,left,-20.0,0,0,0.3464685000362806,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
160,1,20.0,166.01695010002004,,166.00188910000725,166.01695010002004,166.51709669997217,166.51709669997217,166.51709669997217,166.81705650000367,167.03399059997173,left,-20.0,0,0,0.512341900030151,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
161,1,20.0,167.0523317999905,,167.03406149998773,167.0523317999905,167.5499768999871,167.5499768999871,167.56778250000207,167.85023949999595,168.001678599976,right,20.0,0,0,0.4475056000519544,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
162,1,20.0,168.01662740000756,,168.00175330002094,168.01662740000756,168.51618420000887,168.51618420000887,168.53270939999493,168.81776840001112,168.87042250001105,left,-20.0,0,0,0.3517312000039965,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
163,1,20.0,168.88305190001847,,168.87052280001808,168.88305190001847,169.38183159998152,169.38183159998152,169.38183159998152,169.68242849997478,169.9319642999908,left,-20.0,0,0,0.5401508999639191,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
164,1,20.0,169.94868179998593,,169.93203289998928,169.94868179998593,170.44784530001925,170.44784530001925,170.44784530001925,170.7476300999988,171.098305099993,right,20.0,0,0,0.6474264000426047,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
165,1,20.0,171.1137017000001,,171.09837299998617,171.1137017000001,171.59801780001726,171.59801780001726,171.6141079000081,171.89731909998227,172.08118769997964,right,20.0,0,0,0.47431919997325167,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
166,1,20.0,172.09712109999964,,172.08125519996975,172.09712109999964,172.59846030001063,172.59846030001063,172.59846030001063,172.9131536000059,173.2477353999857,right,20.0,0,0,0.6414975999505259,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
167,1,20.0,173.26249689998804,,173.24781259999145,173.26249689998804,173.76386080001248,173.76386080001248,173.76386080001248,174.06335269997362,174.2131539999973,left,-20.0,0,0,0.44093049998627976,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
168,1,20.0,174.22994629997993,,174.2132302999962,174.22994629997993,174.7284312999691,174.7284312999691,174.7284312999691,175.02924369997345,175.19555689999834,right,20.0,0,0,0.4512296000029892,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
169,1,20.0,175.21193250000942,,175.19563660002314,175.21193250000942,175.71114359999774,175.71114359999774,175.71114359999774,176.01130979997106,176.112707399996,left,-20.0,0,0,0.39941920002456754,026472,001,2024-09-06_12h44.31.751,adaptive_staircasepsy,2024.1.5,None,2024-09-06 12h44.36.123286 +0530,
